楼房名称,价格（套/万元）,单价（元/m2）,地址,房间样式,房间规模（m2）,楼层规模
中熙凤凰城  视野宽阔 采光好,33.6,7888,中熙凤凰城 ,1室1厅 ,42.6, 低楼层
电厂小区二区 3室1厅 152万,152,20056,电厂小区二区 ,3室1厅 ,75.79, 中楼层
万达商圈 瑞元经典 精装修婚房 全新装修,80,8993,瑞元经典 ,2室2厅 ,88.96, 中楼层
中天华庭一期 2室2厅 91万,91,11098,中天华庭一期 ,2室2厅 ,82, 高楼层
康桥公馆 3室1厅 80万,80,7273,康桥公馆 ,3室1厅 ,110, 低楼层
清江人家 3室2厅 76.5万,76.5,9107,清江人家 ,3室2厅 ,84.01, 中楼层
钵池小区 3室2厅 75万,75,6945,钵池小区 ,3室2厅 ,108, 中楼层
世纪佳苑 2室2厅 75万,75,7895,世纪佳苑 ,2室2厅 ,95, 中楼层
玖珑湾 4室2厅 73万,73,6637,玖珑湾 ,4室2厅 ,110, 中楼层
新兴和苑 2室1厅 36.8万,36.8,5493,新兴和苑 ,2室1厅 ,67, 中楼层
大润发旁，采光无遮挡，边户，户型好通风流畅,88,10353,东冠逸轩 ,3室1厅 ,85, 中楼层
此房满两年 精装修 格局较好 户型敞亮 采光很好,125,13249,中天花园西区 ,2室1厅 ,94.35, 低楼层
翰林花园 毛坯3房 边户3面采光 有钥匙随时看房,73,7088,翰林花园 ,3室2厅 ,103, 中楼层
金色阳光城 天津路旁，上学方便，邻大学城，超级好房,96.8,7870,金色阳光城 ,3室2厅 ,123, 中楼层
学林雅苑 3室2厅 82万,82,9011,学林雅苑 ,3室2厅 ,91, 低楼层
金满华府  网红桥边上 毛坯房可随心装修,76,7038,金满華府 ,2室2厅 ,108, 低楼层
恒大名都一期精装修全新未住过人 满2年,100,7224,淮安恒大名都 ,3室2厅 ,138.44, 中楼层
清江人家  全新装修.未住人.采光好,93.8,9671,清江人家 ,3室2厅 ,97, 中楼层
业主换房急售 看房随时方便 有钥匙,86,7612,金满華府 ,3室2厅 ,112.99, 低楼层
四季金辉    户型正   有大平台,75,8929,四季金辉 ,2室2厅 ,84, 高楼层
吾悦广场3公里 东湖翠景园2-2-1 实小开明500米,58,6305,东湖翠景苑 ,2室2厅 ,92, 中楼层
水渡口大道，  融侨华府，精装两房,87,9718,融侨·华府 ,2室2厅 ,89.53, 中楼层
水门桥小区精装修三室 低楼层 新亚商圈,80,9295,水门桥小区 ,3室1厅 ,86.07, 中楼层
淮海西路 金鼎御庭 多层5楼精装设施齐全拎包入住,78,8765,金鼎御庭 ,2室1厅 ,89, 高楼层
恒大名都精装修公寓，采光无遮挡满2年,49,9075,淮安恒大名都 ,1室1厅 ,54, 低楼层
绿地四期三房简装 价格实惠 房东诚意出售,145,12720,绿地世纪城四期 ,3室1厅 ,114, 低楼层
城置公园龙湾 3室2厅 97.5万,97.5,6867,城置公园龙湾 ,3室2厅 ,142, 中楼层
此房满二年，通透格局，采光好。,80,10032,水岸名宅 ,2室2厅 ,79.75, 高楼层
中等楼层 采光刺眼，好户型 *三房，总价低,65,6771,城开御园二期 ,3室2厅 ,96, 高楼层
江淮印象毛坯别墅，康居典范，带车位储藏室带大花园,240,10000,江淮印象 ,4室3厅 ,240, 3层  
联众.光辉乾城 大润发旁的家 位置决定价值的地方,93,8774,联众光辉乾城 ,3室2厅 ,106, 中楼层
和达雅苑多层大三房，多层三楼！,86,7963,和达雅苑B区 ,3室2厅 ,108, 中楼层
丰济仓 满2年 楼上下小面积 初二在读 空着,172,22934,丰济仓 ,2室1厅 ,75, 低楼层
满五唯一婚房精装修 采光好基本没住过南阳台很宽敞,92,7360,淮安恒大名都 ,3室2厅 ,125, 高楼层
品质小区  红星国际  清江人家,72,8324,天龙御城 ,2室2厅 ,86.5, 低楼层
星雨华府毛坯房满五唯一税少业主置换诚心出售随时看房,115,10953,星雨华府(淮安区) ,3室2厅 ,105, 中楼层
柳树湾  动物园  大治路菜场,68.8,9053,柳湾惠园 ,2室1厅 ,76, 低楼层
二室清爽装修 采光好 初二在读 产权清晰 可随时过户,130,20313,清晏小区 ,2室1厅 ,64, 高楼层
环城小区，人民，开明。4楼，初二在读。。。。,152,18096,环城小区 ,2室1厅 ,84, 中楼层
恒大名都二期三房两卫精装修家具家电齐全拎包入住,102,8096,淮安恒大名都 ,3室2厅 ,126, 中楼层
翔宇大道金地大润发 阳光广场 精装电梯两房老证,74,8595,阳光广场 ,2室2厅 ,86.1, 低楼层
清江人家19楼楼层好。阳光非 常充足,80,10390,清江人家 ,2室2厅 ,77, 高楼层
中南世纪锦城，交通便利，采光好,79.9,9291,中南世纪锦城 ,3室2厅 ,86, 低楼层
房子满二年 精装修 家私全留 出行方便 生活设施齐全,108,9697,悦达广场 ,3室2厅 ,111.38, 中楼层
两房朝阳，户型方正，楼层佳，初二在读，环城小区,145,20423,环城小区 ,3室1厅 ,71, 中楼层
阳光现代城 精装两房 老证税少 拎包入住,72,7667,阳光广场 ,2室2厅 ,93.92, 高楼层
城置公园龙湾，精装大三房，采光无遮挡，拎包即住,98,7860,城置公园龙湾 ,3室2厅 ,124.69, 低楼层
南浦佳苑，精装2房，设施齐全，可直接入住,55,7052,南浦佳园 ,2室2厅 ,78, 低楼层
万达广场 两室 精装修 干净整洁 拎包入住,95,10047,万达广场二期住宅 ,2室2厅 ,94.56, 低楼层
绿地世纪城五期 3室2厅 135万,135,11539,绿地世纪城五期 ,3室2厅 ,117, 低楼层
康城明珠低楼层精装两室 集中供暖 上学生活方便,112,12702,康城明珠北区 ,2室2厅 ,88.18, 低楼层
此房楼层是5楼楼，采光充足，交通方便，配套齐全,63,8514,健康新村西区 ,2室1厅 ,74, 高楼层
清河路华能小区两房 空置 诚意卖房 看房方便,55,8837,華能小區 ,2室1厅 ,62.24, 高楼层
承德路 月季花园 精装3房 看房随时方便,105.6,7765,月季花园 ,3室2厅 ,136, 中楼层
东方凯旋城 两房精装 满五唯一 东边户啊,61,8123,东方凯旋城 ,2室2厅 ,75.1, 中楼层
比佛利前排大院子小别墅，钵池山公园旁边幽静小宅！,300,17648,比佛利 ,4室2厅 ,170, 2层  
东昇花园3房 低单价  幸福城北面 大润发 北京东路,85,8791,东昇花园(北京东路) ,3室2厅 ,96.7, 中楼层
光华苑多层一楼养老房 两室一厅带车库拎包入住,64.8,8549,光华苑 ,2室2厅 ,75.8, 低楼层
金域华府 2室2厅 100万,100,10870,金域华府 ,2室2厅 ,92, 低楼层
梧桐公馆二期 2室1厅 120万,120,15790,梧桐公馆二期 ,2室1厅 ,76, 低楼层
北京新村 2室1厅 48万,48,7869,北京新村 ,2室1厅 ,61, 高楼层
金色阳光城 3室2厅 78万,78,8720,金色阳光城 ,3室2厅 ,89.45, 中楼层
钵池小区 1室1厅 28万,28,5600,钵池小区 ,1室1厅 ,50, 中楼层
兰亭绿城毛坯房五月份满两年有 汽车位,70,8096,兰亭绿城 ,2室2厅 ,86.47, 高楼层
东湖翠景苑 3室2厅 80万,80,6667,东湖翠景苑 ,3室2厅 ,120, 高楼层
学府69街2期 2室2厅 55.5万,55.5,6955,学府69街2期 ,2室2厅 ,79.8, 中楼层
金奥二期 楼层采光优秀 两房一客朝南 看房预约,135,13637,金奥国际中心 ,2室2厅 ,99, 高楼层
万达公寓 随时看房 家电全留 带暖气片 带燃气,69.5,8692,万达公寓 ,2室1厅 ,79.96, 低楼层
英祥承德公馆 3室2厅 76.8万,76.8,7604,英祥承德公馆 ,3室2厅 ,101, 高楼层
清荷家苑 3室2厅 43万,43,4674,清荷家苑 ,3室2厅 ,92, 中楼层
英祥承德公馆 3室2厅 78万,78,7563,英祥承德公馆 ,3室2厅 ,103.14, 低楼层
淮信综合楼54平方只要89万。实小二中旁,89,16482,淮信综合楼 ,2室1厅 ,54, 中楼层
此房满五年，户型很好。双卧都是朝南的。得房率超高！,55,8871,上海路34号居民区 ,2室1厅 ,62, 中楼层
满2年  交通便利，上学比较近。,135,18160,梧桐公馆 ,2室2厅 ,74.34, 中楼层
此房不满两年， 采光全天无遮挡，紧靠恒大影城。,80,7921,恒大名都三期 ,3室2厅 ,101, 高楼层
天香花苑 2室2厅 62万,62,7127,天香花苑 ,2室2厅 ,87, 低楼层
金都花园品质小区 前无遮挡南北通,141,10463,金都花园 ,3室2厅 ,134.77, 中楼层
碧桂园 精装修通透四房 户型方正 带车位 价格可谈,150,10261,淮安碧桂园 ,4室2厅 ,146.19, 高楼层
福晟钱隆城 四室二厅 精装修 满二 17楼双阳台采光好,120,9375,福晟钱隆城 ,4室2厅 ,128, 中楼层
茂华一期，钵池山公园，高层景观房,143,10000,茂华国际汇南区 ,3室2厅 ,143, 中楼层
翔宇大道旁 汇金豪庭 河畔花城 维科格兰花园好房出售,110,8662,维科·格蘭花園 ,3室2厅 ,127, 高楼层
壹城新莲 钥匙房  精装修多层五楼边户 空置看房方便,76,6910,壹城新莲 ,3室2厅 ,110, 高楼层
淮中旁富春花园 精装修  2楼 3室2厅1卫,105,9958,富春花园 ,3室2厅 ,105.45, 低楼层
爱琴海花园 3室2厅 92万,92,9969,爱琴海花园 ,3室2厅 ,92.29, 低楼层
万达商圈，新小区环境优美，交通便利,120,10435,新天地荣府 ,3室2厅 ,115, 高楼层
市中芯位置多层二楼，紫檀木地板，高档原木制家具全留,172,12555,利苑陆区 ,3室2厅 ,137, 低楼层
领秀花都 2室2厅 65万,65,7472,领秀花都 ,2室2厅 ,87, 高楼层
急售世袭雅园，好楼层、采光充足、户型方正三房,116,8530,世袭雅园 ,3室2厅 ,136, 中楼层
维科·格蘭花園 2室1厅 75万,75,10524,维科·格蘭花園 ,2室1厅 ,71.27, 中楼层
云梦清河，中间户，三阳台三开间朝南，户型采光好,106,9503,云梦清河 ,3室2厅 ,111.55, 中楼层
精装三房，楼层好，采光好，环境好,99,9684,中央华府 ,3室2厅 ,102.24, 中楼层
润泽名都90平精装两居室65.8万靠东二街菜场世纪广场,63.9,7100,润泽名都 ,2室2厅 ,90, 低楼层
梅园小区 4室2厅 79.8万,79.8,5927,梅园小区 ,4室2厅 ,134.66, 高楼层
尚东国际电梯精装大2房  客厅主卧朝南 县中离500米,61,6778,尚东国际 ,2室2厅 ,90, 高楼层
涟洲花园 3室2厅 96万,96,6972,涟洲花园 ,3室2厅 ,137.7, 低楼层
仁和福邸 2室2厅 35万,35,5834,仁和福邸 ,2室2厅 ,60, 中楼层
中南大三室，奥体旁边，视野开阔,130,10000,中南世纪城一期 ,3室2厅 ,130, 低楼层
中南世纪城 三室二卫 精装修 户型方正 采光好视野开阔,130,10570,中南世纪城一期 ,3室2厅 ,123, 中楼层
涟洲花园 2室2厅 69.8万,69.8,7557,涟洲花园 ,2室2厅 ,92.37, 高楼层
深圳路上 地理位置好，交通便利，环境优雅，,116,8112,世袭雅园 ,4室2厅 ,143, 高楼层
房东诚心出售，此房位置好，采光充足，欢迎来电咨询,128,10240,清江人家 ,3室2厅 ,125, 低楼层
江淮印象 精装小三房 契税满两年 有大平台,88.8,10207,江淮印象 ,3室2厅 ,87, 高楼层
交通便利，周 边购物超市，餐饮娱乐多。,110,8107,郁金蓝湾 ,3室2厅 ,135.7, 低楼层
业主诚心出售剑桥佳苑精装房随时看房,75,7661,剑桥佳苑 ,3室1厅 ,97.91, 中楼层
府前御景园 单身公寓 电梯房  精装修  朝南,30,8824,府前御景园 ,1室1厅 ,34, 中楼层
小区地理位置好，交通便利，环境优雅，小面积总价低,80,11765,越河小区 ,2室1厅 ,68, 高楼层
房子满两年 家具家电都有.看房提前预约 采光好的,150,8523,淮安恒大名都 ,4室2厅 ,176, 中楼层
东湖翠景苑  舒适三房精装修 采光好拎包就住,85,8096,东湖翠景苑 ,3室1厅 ,105, 低楼层
华安新城复式两层  采光充足 视野宽阔,63,7098,华安新城 ,5室2厅 ,88.76, 高楼层
中 央府 邸 复式楼 诚意出售 看中价格可谈,190,7892,中央府邸 ,6室2厅 ,240.78, 高楼层
此房满五不唯一，户型方正，多层中间层，随时看房,150,11112,康城明珠南区 ,3室2厅 ,135, 高楼层
金融CBD旁，高档小区，大楼间距,221,15012,弘辉首馥 ,3室2厅 ,147.22, 高楼层
复式洋房，满五唯一，房主出国急售！！！,190,8544,大湖城邦西区 ,5室2厅 ,222.4, 高楼层
户型方正，环境优美，随时可以看房,175,8737,叶与城西区 ,5室2厅 ,200.3, 低楼层
天津路旁郁金蓝湾精装未住业主外地发展诚售有匙随时看,110,9096,郁金蓝湾 ,3室2厅 ,120.94, 高楼层
宙辉国际  好楼层  地段佳   采光无遮挡,90,9097,宙辉国际花园 ,2室2厅 ,98.94, 低楼层
房东急售银河公馆 毛坯三房大阁楼 随时看房看中小刀,81,6559,银河公馆 ,3室2厅 ,123.5, 高楼层
此房老证唯一，精装修拎包即住，家电家具全部留下不带,102,10832,御景城南区 ,3室1厅 ,94.17, 中楼层
运河城逸翠园价格美丽 交通便利 看房方便 契税满两年,72,7856,运河城逸翠园 ,3室2厅 ,91.66, 高楼层
稀有的多层小营开发区  带车库急售,72,8408,小营经济开发区 ,3室1厅 ,85.64, 低楼层
华府经典三方，户型方正。。。。,83,7733,中央华府 ,3室2厅 ,107.34, 高楼层
水门桥小区多层精装修两房 新亚商圈,82,8757,水门桥小区 ,3室2厅 ,93.65, 高楼层
稀有的多层通胜花园三层5-7急售,135,6888,通胜花园 ,6室2厅 ,196, 高楼层
采光好 周 边配套齐全  满五唯一  实施齐全,106,8450,淮安恒大名都 ,3室2厅 ,125.45, 中楼层
恒大名都  满五唯一精装修 视野开阔 采光充足,102,8239,淮安恒大名都 ,3室2厅 ,123.81, 中楼层
涟洲花园   精装3室  满五唯一  有车库18.2平,75,6710,涟洲花园 ,3室2厅 ,111.78, 低楼层
锦绣前城  成熟小区  电梯房   紧靠城大润发,92,6622,锦绣前城 ,4室2厅 ,138.95, 高楼层
成熟小区，适合全龄段居住人群！,123,8289,富春花园 ,3室2厅 ,148.39, 高楼层
翡翠城花园 精装3房 老证税少 拎包入住,108,9209,翡翠城花园 ,3室2厅 ,117.28, 低楼层
报业新城精装3房满五唯一好楼层,86,8890,报业新城 ,3室2厅 ,96.74, 中楼层
罗马假日 3室2厅 126万,126,9582,罗马假日 ,3室2厅 ,131.5, 低楼层
浦东花园C区不靠路边，位置安静多层4楼,168,10409,浦东花园 ,4室2厅 ,161.41, 中楼层
淮安恒大名都 2室2厅 80万,80,8511,淮安恒大名都 ,2室2厅 ,94, 高楼层
急售  万达广场一期住宅   简装   出行方便,155,13337,万达广场一期住宅 ,3室2厅 ,116.22, 中楼层
锦阳花园2室毛坯房 楼层好 采光好 有车库 交通便利,48,7415,锦阳花园 ,2室2厅 ,64.74, 中楼层
出门楚州万达 有轨电车 装修 好 红小本部,112,8544,中央府邸 ,3室2厅 ,131.09, 低楼层
恒大名都精装大三房。户型方正。,118,8551,淮安恒大名都 ,3室2厅 ,138, 中楼层
此房不满2年 精装修楼层好采光好,49.8,9228,淮安恒大名都 ,1室1厅 ,53.97, 中楼层
汇丰中秧广场电梯房景观层 简约装修可自住或出租,85,10625,汇丰中央广场 ,2室2厅 ,80, 高楼层
精装修，全明户型，全天采光没遮挡！,93,10196,蓝惠首府 ,2室2厅 ,91.22, 高楼层
水沐清华多层小区环境优美接通便利,118,10728,水沐清华 ,3室2厅 ,110, 中楼层
水门桥小区2楼精装房出售，实施齐全，一线品牌,105.2,11444,水门桥小区 ,3室1厅 ,91.93, 中楼层
御花园B区 带阁楼房间多 适宜人口多家庭,90,7221,御花园B区 ,3室2厅 ,124.65, 高楼层
大面积空间大，满两年，环境优美， 配套设施齐全。,110,7090,淮安恒大名都 ,4室2厅 ,155.15, 低楼层
剑桥佳苑  实惠好房 精装修有车库 满五唯一,72,8089,剑桥佳苑 ,2室2厅 ,89.01, 高楼层
采光好  环境好 明厨明卫 交通便利,78.8,9589,九龙湖金泽苑 ,2室2厅 ,82.18, 高楼层
淮阴区优质社区 金都花园大三居 电梯房 满两年 户型好,135,10000,金都花园 ,3室2厅 ,135, 中楼层
维科家花园别墅  装修好  拎包入住。,475,16076,维科皇家花园 ,5室3厅 ,295.48, 低楼层
海润枫景佳苑，满五唯一，装修很不错,121,9806,海润枫景佳苑 ,3室2厅 ,123.4, 中楼层
清江人家 急售 环境优美 户型好,94,11045,清江人家 ,3室2厅 ,85.11, 低楼层
房东诚心出售，此房位置好，采光充足，欢迎来电咨询,105,8649,金满華府 ,3室2厅 ,121.41, 中楼层
新城市商圈 盛世豪庭 好楼层 看房方便,113.6,8524,盛世豪庭(楚州区) ,4室2厅 ,133.28, 低楼层
业主诚心出售月季花园精装三房两厅两卫随时看房,105,7727,月季花园 ,3室2厅 ,135.89, 中楼层
此房满五唯一，浦东 清浦近在咫尺 采光好有阁楼急售,52,9085,东方金色家园 ,2室1厅 ,57.24, 高楼层
承德南路 维科花园 带院子别墅 共3层 负一楼,368,12146,维科皇家花园 ,5室2厅 ,303, 3层  
洪福小区８１平方精装修只要６１万拎包入住,61,7531,洪福小区 ,2室2厅 ,81, 高楼层
满2年 精装修  多层 南北通透 着急出售,62,7892,金汇花园 ,2室1厅 ,78.57, 低楼层
房屋满两年，采光无遮挡，视野宽阔，四周配套齐全,160,13645,越河小区 ,3室2厅 ,117.26, 中楼层
涟洲花园   品质小区   人文素质高  靠大润发,78,5949,涟洲花园 ,3室2厅 ,131.13, 高楼层
现代名流 楼层好 中装三室 区位配套齐全 采光足,78,6151,现代名流花苑 ,3室2厅 ,126.82, 中楼层
新连中花园 精装修 飞机户型 采光刺眼 业主诚心出售,75,6560,新涟中花园 ,3室2厅 ,114.33, 中楼层
黄河花园 三房两厅一卫  满五年 采光无遮挡  拎包入住,104,8669,黄河花园十六地块 ,3室2厅 ,119.98, 高楼层
户型方正，采光充足，交通便利，出行方便,130,9236,蓝惠首府 ,4室2厅 ,140.76, 高楼层
淮海西路边上，多层6楼，带阁楼，诚心出售,64.8,9308,苏减小区 ,2室2厅 ,69.62, 高楼层
多瑙河采光好视野开阔交通方便。,86.8,8591,多瑙河国际公寓 ,3室2厅 ,101.04, 中楼层
迎春嘉园 户型方正 采光无遮挡  大润发商圈,120,10284,迎春嘉园 ,3室2厅 ,116.69, 中楼层
淮安生态新城都市花园 3室2厅 78.8万,78.8,7178,淮安生态新城都市花园 ,3室2厅 ,109.79, 高楼层
格局好，楼层好，视野宽阔，采光充足，配套齐.,75,8545,韩侯花园 ,2室2厅 ,87.78, 高楼层
楼层好，视野宽阔，采光充足.. 交通便利、,122,9743,玖珑湾 ,3室2厅 ,125.22, 低楼层
樱花小区 6室3厅 105万,105,5330,樱花小区 ,6室3厅 ,197, 高楼层
淮安恒大名都 4室2厅 148万,148,8373,淮安恒大名都 ,4室2厅 ,176.76, 中楼层
小营开发区采光好视野开阔交通方便,61,8213,小营经济开发区 ,2室2厅 ,74.28, 低楼层
